Order_ID,Date,Customer_ID,Category,Product,Price,Quantity,Discount,Profit
1314,2026-08-06,3590,Electronics,Bananas,116.94,2,0.38,-13.27
1315,2026-08-07,2063,Furniture,Laptop,,7,0.16,-42.13
1316,2026-08-08,1228,Groceries,Jacket,336.34,5,0.4,439.3
1317,2026-08-09,3595,Furniture,Laptop,376.7,1,0.17,219.45
1318,2026-08-10,1919,Furniture,Apples,218.23,7,0.13,248.81
1319,2026-08-11,2246,Furniture,Chair,587.2,7,0.11,103.97
1320,2026-08-12,1005,Furniture,T-shirt,445.7,6,0.1,248.51
1321,2026-08-13,4393,Electronics,Laptop,39.0,4,0.37,42.88
1322,2026-08-14,1467,Furniture,Headphones,323.05,8,0.44,360.11
1323,2026-08-15,2755,Electronics,Apples,811.38,2,0.12,402.84
1324,2026-08-16,1074,Furniture,T-shirt,691.25,2,0.04,420.73
1325,2026-08-17,1003,Clothing,Sofa,726.25,2,0.16,8.66
1326,2026-08-18,2870,Groceries,Apples,699.63,3,0.33,256.76
1327,2026-08-19,1645,Furniture,T-shirt,314.42,6,0.18,394.81
1328,2026-08-20,1117,Clothing,Headphones,104.17,1,0.27,20.52
1329,2026-08-21,3928,Furniture,Bananas,276.1,2,0.37,4.74
1330,2026-08-22,2629,Furniture,Headphones,832.63,2,0.2,399.32
1331,2026-08-23,3551,Furniture,Headphones,980.57,1,0.5,388.2
1332,2026-08-24,3021,Clothing,Bananas,496.38,3,0.15,196.78
1333,2026-08-25,1946,Groceries,Bananas,14.65,7,0.49,10.34
1334,2026-08-26,3621,Clothing,Bananas,144.34,1,0.1,233.87
1335,2026-08-27,2464,Groceries,Bananas,325.47,7,0.06,
1336,2026-08-28,1193,Furniture,Bananas,580.69,5,0.38,235.2
1337,2026-08-29,1846,Electronics,Headphones,79.72,9,0.35,191.94
1338,2026-08-30,3762,Furniture,Chair,943.64,2,0.41,262.68
1339,2026-08-31,2415,Groceries,Chair,368.26,1,0.17,349.92
1340,2026-09-01,4097,Clothing,Apples,913.02,9,0.47,376.17
1341,2026-09-02,2458,Furniture,Laptop,,8,0.06,306.94
1342,2026-09-03,3220,Clothing,Chair,756.66,6,0.02,59.42
1343,2026-09-04,4371,Clothing,Sofa,608.69,5,0.15,168.42
1344,2026-09-05,2668,Clothing,Chair,628.65,8,0.4,-10.83
1345,2026-09-06,3373,Furniture,Headphones,639.81,8,0.34,198.42
1346,2026-09-07,2433,Clothing,Bananas,630.58,5,0.22,483.69
1347,2026-09-08,2141,Clothing,Apples,555.96,7,0.13,302.95
1348,2026-09-09,3883,Furniture,Bananas,986.48,1,0.03,35.04
1349,2026-09-10,2810,Clothing,Jacket,733.63,4,0.17,97.72
1350,2026-09-11,1723,Furniture,Jacket,778.06,2,0.23,-14.48
1351,2026-09-12,1224,Groceries,Jacket,873.1,3,0.34,50.33
1352,2026-09-13,1531,Groceries,Headphones,219.56,1,0.32,218.31
1353,2026-09-14,1112,Groceries,Sofa,88.39,2,0.47,139.67
1354,2026-09-15,3187,Clothing,Chair,485.48,1,0.05,62.18
1355,2026-09-16,1558,Electronics,Headphones,516.51,8,0.17,30.63
1356,2026-09-17,3048,Electronics,Laptop,830.04,4,0.24,310.84
1357,2026-09-18,3137,Clothing,Apples,446.56,3,0.34,256.96
1358,2026-09-19,1653,Electronics,Bananas,573.0,1,0.25,413.45
1359,2026-09-20,1319,Furniture,Jacket,529.44,2,0.46,50.79
1360,2026-09-21,2573,Electronics,T-shirt,43.01,3,0.3,
1361,2026-09-22,2828,Clothing,Laptop,617.14,3,0.02,267.85
1362,2026-09-23,2917,Clothing,Jacket,828.9,6,0.06,96.42
1363,2026-09-24,1138,Furniture,Sofa,161.71,8,0.38,100.45
1364,2026-09-25,4582,Groceries,Laptop,596.36,6,0.36,164.71
1365,2026-09-26,4939,Clothing,Headphones,595.64,2,0.08,203.07
1366,2026-09-27,3892,Furniture,Chair,168.36,2,0.03,-4.62
1367,2026-09-28,3026,Electronics,Bananas,127.85,7,0.29,413.1
1368,2026-09-29,3306,Electronics,Apples,980.15,1,0.32,16.85
1369,2026-09-30,4744,Furniture,Sofa,396.75,1,0.07,215.9
1370,2026-10-01,1901,Furniture,Sofa,231.28,7,0.24,160.63
1371,2026-10-02,1689,Clothing,T-shirt,175.47,9,0.15,231.76
1372,2026-10-03,3039,Electronics,Laptop,669.26,5,0.47,438.12
1373,2026-10-04,1009,Furniture,T-shirt,611.4,1,0.11,494.0
1374,2026-10-05,1260,Electronics,Chair,645.33,5,0.37,-38.85
1375,2026-10-06,2942,Furniture,Jacket,92.57,1,0.26,166.28
1376,2026-10-07,2673,Electronics,Chair,894.07,9,0.01,399.69
1377,2026-10-08,3219,Groceries,Jacket,392.32,4,0.26,129.63
1378,2026-10-09,3945,Clothing,T-shirt,316.8,9,0.05,306.97
1379,2026-10-10,3060,Electronics,Bananas,465.05,2,0.33,495.74
1380,2026-10-11,2191,Groceries,Chair,393.12,7,0.28,305.72
1381,2026-10-12,4713,Electronics,T-shirt,864.26,2,0.01,11.16
1382,2026-10-13,2619,Electronics,Laptop,929.61,4,0.1,413.61
1383,2026-10-14,1320,Groceries,T-shirt,306.94,6,0.39,481.66
1384,2026-10-15,2342,Electronics,T-shirt,864.62,2,0.14,341.88
1385,2026-10-16,2636,Electronics,Headphones,782.62,2,0.25,180.49
1386,2026-10-17,3376,Clothing,Chair,931.15,2,0.16,471.62
1387,2026-10-18,3832,Groceries,Apples,249.52,3,0.46,
1388,2026-10-19,3824,Groceries,Bananas,579.07,5,0.27,464.31
1389,2026-10-20,2994,Furniture,Bananas,278.17,9,0.35,176.5
1390,2026-10-21,3958,Electronics,Headphones,824.97,6,0.04,384.34
1391,2026-10-22,2943,Clothing,Jacket,10.3,9,0.02,309.8
1392,2026-10-23,4621,Electronics,Sofa,567.0,5,0.13,48.84
1393,2026-10-24,3038,Electronics,Jacket,342.51,6,0.15,244.53
1394,2026-10-25,4490,Furniture,Bananas,326.07,8,0.34,361.23
1395,2026-10-26,4677,Electronics,T-shirt,646.68,3,0.28,442.75
1396,2026-10-27,2118,Clothing,Headphones,852.23,2,0.19,424.43
1397,2026-10-28,4888,Clothing,Laptop,611.15,3,0.33,35.06
1398,2026-10-29,2604,Furniture,Chair,853.91,9,0.08,218.42
1399,2026-10-30,3365,Electronics,Chair,268.27,6,0.03,213.05
1400,2026-10-31,1235,Clothing,Apples,521.9,4,0.43,444.31
1401,2026-11-01,2969,Electronics,Chair,453.28,3,0.28,-48.93
1402,2026-11-02,1333,Electronics,T-shirt,16.59,2,0.32,356.29
1403,2026-11-03,2908,Electronics,Laptop,559.03,4,0.15,290.25
1404,2026-11-04,1375,Furniture,Headphones,663.22,9,0.19,456.86
1405,2026-11-05,4530,Electronics,Headphones,593.95,4,0.04,201.3
1406,2026-11-06,2160,Clothing,Chair,737.6,5,0.43,311.72
1407,2026-11-07,3635,Electronics,Laptop,573.48,8,0.3,485.01
1408,2026-11-08,2570,Clothing,Laptop,71.42,2,0.04,359.15
1409,2026-11-09,3560,Electronics,Laptop,120.86,3,0.4,-12.94
1410,2026-11-10,2319,Clothing,Bananas,598.49,6,0.22,42.14
1411,2026-11-11,4391,Clothing,Bananas,278.6,7,0.38,401.8
1412,2026-11-12,3965,Electronics,Chair,,4,0.01,134.14
1413,2026-11-13,4643,Electronics,Laptop,432.45,1,0.01,338.25
1414,2026-11-14,2855,Clothing,Sofa,556.55,7,0.09,334.9
1415,2026-11-15,2372,Groceries,Laptop,332.1,9,0.11,
1416,2026-11-16,4911,Furniture,Headphones,721.83,1,0.38,208.43
1417,2026-11-17,4850,Groceries,Headphones,645.55,1,0.35,355.81
1418,2026-11-18,1872,Groceries,Chair,336.15,1,0.31,-23.19
1419,2026-11-19,2252,Electronics,Sofa,756.1,7,0.44,204.43
1420,2026-11-20,3317,Furniture,Laptop,650.45,9,0.12,52.67
1421,2026-11-21,2851,Groceries,Jacket,639.26,3,0.45,412.31
1422,2026-11-22,3845,Electronics,Sofa,555.66,8,0.45,411.95
1423,2026-11-23,2314,Groceries,Apples,16.33,9,0.22,80.0
1424,2026-11-24,1724,Groceries,Chair,698.02,3,0.05,125.06
1425,2026-11-25,4236,Electronics,Headphones,379.16,3,0.36,336.36
1426,2026-11-26,3052,Electronics,Jacket,942.9,1,0.17,356.05
1427,2026-11-27,3898,Electronics,Headphones,818.89,2,0.4,311.7
1428,2026-11-28,4450,Furniture,Bananas,589.76,7,0.08,498.18
1429,2026-11-29,1077,Groceries,Chair,255.92,3,0.27,427.78
1430,2026-11-30,4481,Electronics,Chair,207.7,7,0.25,
1431,2026-12-01,3621,Clothing,Laptop,343.68,5,0.05,129.84
1432,2026-12-02,1131,Groceries,Laptop,479.19,8,0.18,278.27
1433,2026-12-03,1600,Clothing,Bananas,299.59,5,0.04,399.7
1434,2026-12-04,2772,Furniture,Jacket,517.35,3,0.23,211.44
1435,2026-12-05,2065,Electronics,Apples,169.54,9,0.42,355.73
1436,2026-12-06,3136,Clothing,T-shirt,977.82,7,0.14,-39.46
1437,2026-12-07,3449,Furniture,Sofa,112.38,5,0.38,459.21
1438,2026-12-08,3343,Electronics,T-shirt,932.28,7,0.09,375.61
1439,2026-12-09,2863,Clothing,T-shirt,914.01,9,0.34,166.8
1440,2026-12-10,2318,Clothing,Chair,527.73,5,0.46,161.21
1441,2026-12-11,1615,Furniture,Sofa,726.29,7,0.16,6.59
1442,2026-12-12,4597,Electronics,Chair,438.87,9,0.45,398.88
1443,2026-12-13,3847,Electronics,Apples,631.88,1,0.25,372.75
1444,2026-12-14,4762,Clothing,Sofa,343.87,4,0.16,296.64
1445,2026-12-15,4708,Clothing,Headphones,304.65,1,0.45,5.8
1446,2026-12-16,3469,Clothing,Chair,580.34,8,0.02,94.29
1447,2026-12-17,2888,Electronics,Chair,500.64,3,0.01,202.4
1448,2026-12-18,2046,Furniture,Chair,581.64,2,0.3,96.28
1449,2026-12-19,1574,Furniture,Jacket,290.23,4,0.4,188.69
1450,2026-12-20,3190,Electronics,Bananas,370.12,3,0.38,74.28
1451,2026-12-21,1992,Groceries,Chair,88.48,5,0.04,142.28
1452,2026-12-22,3712,Furniture,Apples,57.01,8,0.48,308.76
1453,2026-12-23,3192,Clothing,Laptop,257.19,8,0.35,440.8
1454,2026-12-24,2248,Groceries,Laptop,78.88,7,0.47,161.77
1455,2026-12-25,4054,Groceries,Sofa,,8,0.16,330.55
1456,2026-12-26,1502,Furniture,Headphones,813.86,5,0.35,24.14
1457,2026-12-27,2997,Groceries,Bananas,43.68,6,0.43,247.45
1458,2026-12-28,1820,Groceries,Jacket,660.65,8,0.19,456.94
1459,2026-12-29,4687,Furniture,Sofa,276.19,1,0.48,-34.64
1460,2026-12-30,3151,Furniture,Laptop,872.19,6,0.13,97.16
1461,2026-12-31,4110,Groceries,Bananas,487.57,6,0.16,22.87
1462,2027-01-01,2970,Clothing,Bananas,309.05,5,0.46,243.22
1463,2027-01-02,1197,Electronics,Headphones,520.05,4,0.48,323.8
1464,2027-01-03,2669,Groceries,Apples,385.05,1,0.14,-18.22
1465,2027-01-04,3626,Groceries,Bananas,566.48,8,0.07,-11.34
1466,2027-01-05,3438,Clothing,Chair,118.96,6,0.38,428.3
1467,2027-01-06,2202,Groceries,Bananas,997.01,3,0.46,200.93
1468,2027-01-07,3601,Groceries,Headphones,428.43,3,0.3,204.62
1469,2027-01-08,2471,Electronics,Sofa,351.49,6,0.32,469.52
1470,2027-01-09,4571,Electronics,Headphones,711.66,7,0.38,126.12
1471,2027-01-10,4086,Electronics,Jacket,367.08,8,0.08,443.36
1472,2027-01-11,2646,Furniture,Headphones,834.11,5,0.49,485.84
1473,2027-01-12,2692,Furniture,Laptop,457.0,6,0.18,82.93
1474,2027-01-13,2312,Electronics,Chair,,1,0.31,232.72
1475,2027-01-14,3035,Electronics,Apples,111.92,6,0.23,243.9
1476,2027-01-15,1477,Furniture,Laptop,846.89,9,0.23,426.39
1477,2027-01-16,2254,Clothing,Sofa,737.04,4,0.35,117.15
1478,2027-01-17,1922,Groceries,T-shirt,215.66,1,0.5,
1479,2027-01-18,1419,Groceries,Sofa,149.56,9,0.33,
1480,2027-01-19,3204,Electronics,Chair,319.71,4,0.4,412.19
1481,2027-01-20,3597,Clothing,Bananas,976.19,2,0.01,450.03
1482,2027-01-21,4512,Furniture,Headphones,260.55,1,0.41,339.59
1483,2027-01-22,2120,Electronics,T-shirt,458.85,3,0.15,447.18
1484,2027-01-23,4068,Clothing,Chair,34.87,7,0.06,40.67
1485,2027-01-24,4044,Clothing,Laptop,400.24,2,0.06,341.8
1486,2027-01-25,4482,Clothing,Headphones,573.46,9,0.34,352.53
1487,2027-01-26,1950,Furniture,Sofa,953.36,2,0.5,191.55
1488,2027-01-27,3336,Furniture,Laptop,519.15,5,0.33,-6.14
1489,2027-01-28,2277,Groceries,Chair,820.01,8,0.13,292.34
1490,2027-01-29,3243,Groceries,Chair,,8,0.1,-21.47
1491,2027-01-30,3645,Clothing,Sofa,45.58,3,0.26,160.32
1492,2027-01-31,2857,Clothing,T-shirt,318.43,2,0.03,166.52
1493,2027-02-01,4593,Furniture,Sofa,577.67,9,0.2,499.41
1494,2027-02-02,1516,Groceries,Bananas,950.84,3,0.33,114.89
1495,2027-02-03,2658,Clothing,Laptop,,8,0.48,401.25
1496,2027-02-04,2865,Groceries,T-shirt,232.21,2,0.21,-20.76
1497,2027-02-05,3912,Groceries,Headphones,224.01,3,0.1,241.37
1498,2027-02-06,2141,Clothing,Jacket,205.17,1,0.41,245.18
1499,2027-02-07,3853,Furniture,Bananas,922.89,6,0.37,295.81
1500,2027-02-08,2932,Clothing,T-shirt,853.4,7,0.43,395.5
1501,2027-02-09,4230,Clothing,Jacket,,4,0.11,369.06
1502,2027-02-10,1814,Groceries,Jacket,395.77,1,0.2,368.55
1503,2027-02-11,3275,Clothing,Laptop,506.86,3,0.49,187.76
1504,2027-02-12,2900,Furniture,Chair,467.01,9,0.08,350.11
1505,2027-02-13,3263,Clothing,Headphones,257.13,5,0.34,220.22
1506,2027-02-14,3995,Furniture,Sofa,507.5,6,0.12,-13.18
1507,2027-02-15,4767,Furniture,Laptop,35.34,4,0.25,439.6
1508,2027-02-16,3062,Groceries,Bananas,136.15,1,0.4,439.59
1509,2027-02-17,4228,Electronics,Apples,887.16,5,0.24,127.58
1510,2027-02-18,4719,Electronics,Jacket,752.92,5,0.4,452.65
1511,2027-02-19,4332,Groceries,Bananas,425.75,5,0.21,366.89
1512,2027-02-20,4228,Clothing,Jacket,519.56,6,0.5,170.44
1513,2027-02-21,3094,Groceries,Chair,373.15,2,0.22,132.33
1514,2027-02-22,3371,Furniture,Apples,742.08,1,0.07,486.33
1515,2027-02-23,3891,Electronics,Chair,785.27,2,0.2,341.94
1516,2027-02-24,4756,Groceries,Headphones,764.47,6,0.37,158.35
1517,2027-02-25,1129,Clothing,Sofa,724.0,5,0.42,303.09
1518,2027-02-26,4482,Groceries,Headphones,208.48,5,0.23,264.34
1519,2027-02-27,1094,Electronics,Chair,341.28,6,0.3,238.5
1520,2027-02-28,3674,Groceries,Chair,472.5,7,0.42,304.59
1521,2027-03-01,3802,Groceries,Bananas,334.14,9,0.41,245.69
1522,2027-03-02,2955,Electronics,Chair,756.17,7,0.33,310.13
1523,2027-03-03,4363,Furniture,Apples,332.71,2,0.41,449.16
1524,2027-03-04,1793,Furniture,Apples,142.54,6,0.29,496.3
1525,2027-03-05,2834,Electronics,T-shirt,402.05,9,0.0,340.11
1526,2027-03-06,4354,Groceries,Jacket,980.01,7,0.02,460.3
1527,2027-03-07,3116,Electronics,Laptop,229.75,2,0.49,422.13
1528,2027-03-08,2683,Furniture,Chair,614.1,3,0.07,112.27
1529,2027-03-09,1010,Clothing,Headphones,435.81,8,0.2,463.1
1530,2027-03-10,4325,Groceries,Sofa,75.67,9,0.47,-11.06
1531,2027-03-11,2865,Furniture,Jacket,490.44,4,0.1,131.46
1532,2027-03-12,3919,Groceries,Jacket,703.65,9,0.42,301.97
1533,2027-03-13,3597,Electronics,Sofa,515.65,2,0.41,239.8
1534,2027-03-14,4205,Clothing,Sofa,872.75,5,0.49,248.33
1535,2027-03-15,1711,Electronics,Jacket,292.49,2,0.14,387.19
1536,2027-03-16,3070,Clothing,T-shirt,90.82,1,0.16,57.09
1537,2027-03-17,1814,Groceries,Headphones,936.88,5,0.45,
1538,2027-03-18,1345,Groceries,T-shirt,381.31,2,0.12,190.6
1539,2027-03-19,3349,Electronics,Chair,578.52,7,0.27,472.41
1540,2027-03-20,1362,Clothing,Laptop,,8,0.35,160.71
1541,2027-03-21,3443,Clothing,Sofa,327.69,2,0.14,280.98
1542,2027-03-22,3265,Groceries,Apples,717.58,7,0.47,197.67
1543,2027-03-23,3188,Electronics,Headphones,139.74,4,0.33,321.76
1544,2027-03-24,4687,Clothing,Sofa,294.84,1,0.02,50.99
1545,2027-03-25,4005,Groceries,T-shirt,148.99,3,0.07,170.35
1546,2027-03-26,4281,Furniture,Bananas,812.17,1,0.1,-12.39
1547,2027-03-27,1984,Electronics,Chair,226.54,5,0.12,278.96
1548,2027-03-28,4040,Furniture,Laptop,718.82,8,0.37,479.47
1549,2027-03-29,4694,Electronics,Chair,943.58,1,0.04,-24.75
1550,2027-03-30,2639,Groceries,Bananas,530.13,9,0.18,312.8
1551,2027-03-31,1827,Clothing,Laptop,542.33,3,0.46,376.3
1552,2027-04-01,3730,Clothing,Bananas,463.73,5,0.28,67.21
1553,2027-04-02,4531,Clothing,Chair,329.26,9,0.13,100.19
1554,2027-04-03,4051,Electronics,T-shirt,478.28,5,0.48,60.87
1555,2027-04-04,1355,Groceries,Jacket,604.79,9,0.12,113.58
1556,2027-04-05,4055,Furniture,Chair,986.06,8,0.45,10.55
1557,2027-04-06,2347,Groceries,Chair,938.08,7,0.36,153.69
1558,2027-04-07,4204,Furniture,Chair,862.84,1,0.37,152.91
1559,2027-04-08,3935,Electronics,Headphones,889.68,4,0.38,394.0
1560,2027-04-09,4876,Electronics,Bananas,470.51,9,0.25,390.53
1561,2027-04-10,2863,Furniture,Apples,659.16,8,0.41,388.2
1562,2027-04-11,1126,Furniture,Bananas,895.59,4,0.42,261.87
1563,2027-04-12,4177,Furniture,Sofa,395.99,1,0.18,129.23
1564,2027-04-13,4056,Groceries,Bananas,961.95,4,0.2,176.03
1565,2027-04-14,1603,Furniture,Sofa,418.71,3,0.44,124.76
1566,2027-04-15,4870,Electronics,Headphones,603.08,6,0.26,270.06
1567,2027-04-16,4449,Electronics,T-shirt,711.26,5,0.43,465.89
1568,2027-04-17,2928,Clothing,Sofa,950.84,5,0.31,106.47
1569,2027-04-18,2013,Furniture,Chair,248.39,2,0.3,202.37
1570,2027-04-19,1050,Groceries,T-shirt,747.4,3,0.02,310.31
1571,2027-04-20,4100,Groceries,Jacket,523.21,6,0.14,414.58
1572,2027-04-21,4533,Groceries,Headphones,272.21,2,0.25,89.33
1573,2027-04-22,4367,Clothing,Bananas,777.72,4,0.29,104.16
1574,2027-04-23,4368,Electronics,Sofa,554.46,2,0.32,436.84
1575,2027-04-24,4797,Groceries,Apples,662.67,9,0.36,-5.86
1576,2027-04-25,3826,Electronics,Chair,326.29,3,0.33,283.0
1577,2027-04-26,2430,Clothing,Laptop,483.87,6,0.42,
1578,2027-04-27,2792,Furniture,Jacket,619.27,1,0.15,456.96
1579,2027-04-28,3861,Furniture,Laptop,407.89,3,0.32,-43.02
1580,2027-04-29,2636,Furniture,T-shirt,202.38,8,0.03,153.32
1581,2027-04-30,4476,Groceries,Bananas,,5,0.24,91.5
1582,2027-05-01,4417,Furniture,Apples,513.91,8,0.13,262.42
1583,2027-05-02,2645,Groceries,Laptop,735.25,2,0.19,298.07
1584,2027-05-03,3467,Clothing,T-shirt,413.99,7,0.18,499.88
1585,2027-05-04,2205,Clothing,Headphones,358.36,9,0.03,232.02
1586,2027-05-05,4030,Groceries,T-shirt,410.13,7,0.23,253.31
1587,2027-05-06,3872,Electronics,Jacket,412.15,3,0.5,177.87
1588,2027-05-07,4072,Furniture,Apples,546.46,7,0.15,31.22
1589,2027-05-08,2854,Furniture,Apples,545.75,8,0.37,116.83
1590,2027-05-09,1566,Furniture,T-shirt,499.67,1,0.27,85.84
1591,2027-05-10,3418,Groceries,Jacket,139.11,3,0.16,390.67
1592,2027-05-11,1935,Clothing,T-shirt,498.6,5,0.04,250.2
1593,2027-05-12,2934,Furniture,Apples,173.26,6,0.11,112.91
1594,2027-05-13,3708,Clothing,Apples,130.51,3,0.39,219.0
1595,2027-05-14,4502,Furniture,Chair,932.98,4,0.14,70.38
1596,2027-05-15,4016,Furniture,T-shirt,606.93,5,0.07,51.82
1597,2027-05-16,2332,Groceries,Sofa,661.19,3,0.17,
1598,2027-05-17,4208,Electronics,T-shirt,404.78,4,0.29,469.65
1599,2027-05-18,1201,Groceries,Apples,909.44,5,0.35,-5.99
1600,2027-05-19,4507,Furniture,Chair,639.74,2,0.19,370.69
1601,2027-05-20,3360,Furniture,Chair,770.32,9,0.25,199.32
1602,2027-05-21,1116,Electronics,Headphones,371.72,8,0.23,163.93
1603,2027-05-22,4737,Clothing,Jacket,960.21,6,0.0,329.18
1604,2027-05-23,1936,Clothing,Bananas,,3,0.2,96.44
1605,2027-05-24,4874,Furniture,Laptop,854.68,2,0.29,-38.68
1606,2027-05-25,1574,Clothing,Laptop,176.33,7,0.28,67.7
1607,2027-05-26,3291,Furniture,T-shirt,274.61,8,0.37,51.71
1608,2027-05-27,1536,Electronics,Headphones,289.2,1,0.34,-31.27
1609,2027-05-28,2625,Electronics,T-shirt,274.55,6,0.14,126.72
1610,2027-05-29,3122,Furniture,Laptop,856.13,7,0.13,210.99
1611,2027-05-30,4877,Electronics,Jacket,36.73,9,0.23,354.71
1612,2027-05-31,1385,Groceries,Apples,80.72,3,0.37,129.11
1613,2027-06-01,4974,Groceries,Jacket,277.55,2,0.05,57.0
1614,2027-06-02,4281,Electronics,Jacket,203.87,5,0.47,76.84
1615,2027-06-03,1474,Furniture,Chair,235.7,1,0.27,440.15
1616,2027-06-04,1417,Furniture,Apples,798.95,6,0.15,62.6
1617,2027-06-05,3394,Electronics,Bananas,565.31,9,0.35,433.58
1618,2027-06-06,4600,Clothing,Apples,10.74,9,0.02,195.9
1619,2027-06-07,3687,Groceries,Headphones,432.18,7,0.24,463.92
1620,2027-06-08,1938,Clothing,Chair,410.85,7,0.24,174.45
1621,2027-06-09,1954,Furniture,Bananas,118.38,8,0.08,47.73
1622,2027-06-10,1875,Furniture,Headphones,677.76,2,0.42,251.97
1623,2027-06-11,1762,Clothing,Headphones,703.59,6,0.4,273.24
1624,2027-06-12,2202,Electronics,Laptop,722.29,5,0.08,
1625,2027-06-13,2205,Clothing,Chair,729.83,5,0.18,176.32
1626,2027-06-14,1663,Clothing,Headphones,5.05,3,0.05,-23.27
1627,2027-06-15,1024,Groceries,Sofa,954.15,3,0.42,294.7
1628,2027-06-16,2990,Groceries,Jacket,815.14,6,0.16,463.17
1629,2027-06-17,2203,Clothing,Headphones,,7,0.22,476.66
1630,2027-06-18,1709,Clothing,Bananas,20.57,1,0.16,278.29
1631,2027-06-19,4572,Furniture,Laptop,934.19,3,0.16,-39.06
1632,2027-06-20,2879,Groceries,T-shirt,810.74,1,0.37,8.32
1633,2027-06-21,2184,Groceries,Jacket,838.03,3,0.37,408.69
1634,2027-06-22,3224,Furniture,Laptop,97.82,5,0.26,406.36
1635,2027-06-23,1284,Electronics,T-shirt,740.08,9,0.33,470.31
1636,2027-06-24,1062,Groceries,Chair,960.12,3,0.26,260.08
1637,2027-06-25,2002,Groceries,Chair,680.15,9,0.01,425.1
1638,2027-06-26,1661,Electronics,Headphones,572.71,1,0.03,
1639,2027-06-27,3713,Groceries,Sofa,945.9,6,0.19,274.18
1640,2027-06-28,3203,Groceries,Chair,445.72,9,0.37,381.0
1641,2027-06-29,4953,Electronics,Apples,601.3,5,0.46,19.14
1642,2027-06-30,2492,Electronics,Headphones,478.96,2,0.01,301.56
1643,2027-07-01,4120,Clothing,Jacket,933.18,5,0.18,474.4
1644,2027-07-02,1966,Furniture,Laptop,80.7,1,0.11,39.08
1645,2027-07-03,1848,Furniture,Chair,503.61,9,0.41,359.22
1646,2027-07-04,2107,Electronics,Apples,688.52,9,0.42,126.43
1647,2027-07-05,4432,Electronics,Laptop,792.95,6,0.1,399.41
1648,2027-07-06,1688,Groceries,Laptop,585.1,9,0.36,333.47
1649,2027-07-07,1147,Clothing,Sofa,909.37,3,0.37,459.4
1650,2027-07-08,4701,Clothing,Chair,942.28,4,0.09,341.56
1651,2027-07-09,1341,Electronics,Laptop,69.0,6,0.22,175.67
1652,2027-07-10,3523,Groceries,Sofa,405.36,4,0.31,-44.01
1653,2027-07-11,2086,Groceries,Sofa,28.34,1,0.01,386.1
1654,2027-07-12,2724,Furniture,Chair,332.77,7,0.2,174.66
1655,2027-07-13,2383,Furniture,Sofa,539.18,5,0.08,318.85
1656,2027-07-14,3608,Groceries,Chair,911.24,8,0.27,7.79
1657,2027-07-15,1326,Furniture,Apples,847.32,9,0.42,440.03
1658,2027-07-16,2792,Electronics,Chair,131.86,5,0.26,189.61
1659,2027-07-17,2759,Groceries,T-shirt,97.57,8,0.02,455.83
1660,2027-07-18,4212,Furniture,Laptop,591.32,1,0.01,338.86
1661,2027-07-19,1989,Clothing,Apples,534.46,1,0.3,16.8
1662,2027-07-20,3262,Groceries,Bananas,270.05,7,0.16,268.56
1663,2027-07-21,3482,Groceries,Chair,899.96,6,0.29,450.46
1664,2027-07-22,4962,Clothing,Laptop,927.73,5,0.08,389.98
1665,2027-07-23,1951,Electronics,Jacket,405.6,5,0.39,179.89
1666,2027-07-24,1722,Clothing,Sofa,890.85,9,0.43,475.29
1667,2027-07-25,4389,Groceries,Headphones,387.03,1,0.44,97.72
1668,2027-07-26,3079,Electronics,Chair,738.13,8,0.15,156.31
1669,2027-07-27,3717,Furniture,Sofa,478.56,2,0.33,362.34
1670,2027-07-28,3332,Furniture,Sofa,126.97,7,0.14,78.1
1671,2027-07-29,4376,Furniture,Sofa,,6,0.38,233.46
1672,2027-07-30,1428,Groceries,Sofa,456.83,2,0.06,350.83
1673,2027-07-31,2500,Clothing,Sofa,735.81,3,0.38,304.18
1674,2027-08-01,1285,Electronics,Chair,370.34,4,0.22,35.45
1675,2027-08-02,4215,Furniture,Jacket,23.79,7,0.43,296.31
1676,2027-08-03,4495,Electronics,Bananas,105.03,8,0.37,264.99
1677,2027-08-04,4090,Groceries,T-shirt,498.74,2,0.19,256.81
1678,2027-08-05,3065,Furniture,Sofa,691.51,8,0.45,404.33
1679,2027-08-06,1768,Groceries,Sofa,338.06,9,0.14,51.14
1680,2027-08-07,3637,Clothing,T-shirt,697.01,7,0.48,363.36
1681,2027-08-08,2394,Groceries,Jacket,700.14,1,0.38,368.51
1682,2027-08-09,4246,Groceries,Apples,705.42,6,0.5,347.45
1683,2027-08-10,4057,Clothing,Jacket,,8,0.03,
1684,2027-08-11,1193,Electronics,Apples,915.31,5,0.14,167.55
1685,2027-08-12,3549,Clothing,Chair,491.75,2,0.37,167.07
1686,2027-08-13,1987,Clothing,Laptop,453.01,5,0.46,353.59
1687,2027-08-14,2136,Groceries,Headphones,203.38,8,0.01,223.84
1688,2027-08-15,3161,Electronics,Headphones,311.12,2,0.0,136.14
1689,2027-08-16,4293,Furniture,Laptop,47.12,1,0.13,294.01
1690,2027-08-17,2701,Clothing,Chair,635.37,4,0.43,410.36
1691,2027-08-18,1946,Electronics,Headphones,252.29,4,0.38,-16.17
1692,2027-08-19,1830,Clothing,Jacket,307.63,9,0.17,484.68
1693,2027-08-20,4715,Clothing,T-shirt,771.96,3,0.0,3.16
